======================================================================
3-Round + Parallel Analysis (思考模式版本) - Question #2697
======================================================================

Base Thinking Mode: True
Analyst Thinking Mode: True

Title: List of experiments from Lilo &amp; Stitch
Question: how many numbers (num) are there?
Expected Answer: ['99']

----------------------------------------------------------------------
Table:
|    |   Num | Pod Color         | Nickname                                | Short Description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | Episode                                      |
| 30 |    31 | nan               | Gotchu                                  | An orange lobster-like experiment. Designed to run around and pinches things with his four pincers. His one true place is with Mrs. Hasagawa as one of her "cats."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | 220, Leroy & Stitch                          |
| 31 |    32 | nan               | Fibber                                  | A small orange experiment with small body, arms and legs, a large head with dark orange mark on the forehead, little antennae, a little mouth, a round nose, black eyes and four ears. Designed to detect lies. When a lie is told, he beeps loudly and the pattern on his forehead lights up. The bigger the lie, the louder he beeps, and the brighter the pattern lights up. Fibber was captured by Gantu, but rescued by Lilo and Stitch in "Snafu." He was also part of Pleakley's E.A.R.W.A.X. group in "Spike." Which was a blooper in the episode since he was captured by Gantu at the time. He is voiced by Jeff Glen Bennett.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | 113, 201, 224, 226, Leroy & Stitch           |
| 32 |    33 | White             | Hammerface (also known as "Hammerhead") | A blue dinosaur-like experiment with short forearms and a thick tail and legs. Designed to drive in nails around Jumba's house with his hammer-shaped head/face, but at times he will pound living things. He was bought and trained by Gantu, turned into an army of 100 weaklings by Dupe, and rescued by Lilo's rescue team in "Snafu." 033 was called "Hammerhead" by Pleakley in "The Asteroid". In "Stitch! The Movie", his number is 124.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | 109, 126, 213, 215, 224, 226, Leroy & Stitch |
| 33 |    34 | nan               | Splort                                  | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 34 |    35 | nan               | Philip                                  | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 35 |    36 | nan               | Poki                                    | A small yellow and brown opossum-like experiment with a spiked tail. Designed to poke holes in liquid containers. Was seen in "Shoe."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | 203, 215, Leroy & Stitch                     |
| 36 |    37 | nan               | Snipper                                 | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 37 |    38 | nan               | Plats                                   | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 38 |    39 | nan               | Atlas                                   | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 39 |    40 | nan               | Backhoe                                 | A gray mole-like experiment with large black claws. Designed to scrape up vegetation, and is also an efficient digger. He was part of the "rebellion" in "Checkers," and he dug the pool for "Jumba and Pleakley's Bed and No Breakfast." First seen in "Shoe."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | 203, 207, 215, Leroy & Stitch                |
| 40 |    41 | nan               | Kitsch                                  | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 41 |    42 | nan               | Itch                                    | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 42 |    43 | nan               | Cubesteak                               | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 43 |    44 | Green             | Forehead                                | A pink, four-headed mustached experiment with four arms and four red bowties on his necks that speaks English. Designed to sing barbershop music off-key, agonizing anyone who hears it. His one true place is with Mrs. Hasagawa as one of her "cats."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | 220, Leroy & Stitch                          |
| 44 |    45 | nan               | Melvin                                  | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 45 |    46 | nan               | Wedgie                                  | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 46 |    47 | nan               | Lorider                                 | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 47 |    48 | nan               | Echo                                    | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 48 |    49 | White             | Picker                                  | This experiment was seen in pod form in Stitch! The Movie. His pod says 49 instead of 049, possibly due to the angle. Function unknown.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | Stitch! The Movie                            |
| 49 |    50 | nan               | Dunk                                    | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 50 |    51 | Green             | Hocker                                  | A green experiment with a huge blue nose and a yellow spot around his eyes and a yellow stripe on his ears and tail (In his episode the spots and stripes were originally red.). Designed to spit acidic saliva that can burn through wood in about three seconds. His one true place is with Mrs. Hasagawa as one of her "cats."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 220, Leroy & Stitch                          |
| 51 |    52 | nan               | Coco                                    | A chocolate-colored pink-haired lizard/Stitch-like experiment. Designed to turn things into chocolate (from a Disney Adventures magazine). She was given to Lilo by Stitch for her birthday.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | Disney Adventures Magazine                   |
| 52 |    53 | nan               | Whine                                   | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 53 |    54 | Blue              | Fudgy                                   | An experiment made of chocolate that looks like a blob. Designed to drown people in his sticky sweetness. When he was activated, he was called 119, and he was mistaken for experiment 611. The mistake with his number was due to Jumba's untidy database, although Jumba later corrected this mistake. Was rescued in "Snafu."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | 119, 226                                     |
| 54 |    55 | nan               | Snarfhonk                               | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 55 |    56 | nan               | Nibbiolo                                | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy and Stitch"                            |
| 56 |    57 | nan               | Tenderizer                              | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 57 |    58 | nan               | Shortsheet                              | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 58 |    59 | nan               | Tornette                                | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 59 |    60 | nan               | Plink                                   | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 60 |    61 | nan               | Anachronator                            | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 61 |    62 | White             | Frenchfry                               | A small gray and white mustached experiment with four arms with three fingers on each hand, black eyes, a round nose, a little mouth, short ears, a chef's hat, and a spatula for a tail. Designed to use his lightning speed, which allows him to instantly prepare food or whip up a mini-tornado in battle. He is also the only experiment in the series that speaks French. Designed to be Jumba's personal chef, but instead made unhealthy food that quickly made people fat, then ate the fattened victims. However, he stopped when he learned that healthy food could be just as delicious. His one true place is running a healthy French fry hut.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | 202, Leroy & Stitch                          |
| 62 |    63 | nan               | Pufferizer                              | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 63 |    64 | nan               | Nappifier                               | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 64 |    65 | nan               | Britfood                                | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 65 |    66 | nan               | Glam                                    | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 66 |    67 | nan               | Shady                                   | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 67 |    68 | nan               | Tom                                     | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 68 |    69 | nan               | H. T.                                   | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 69 |    70 | White             | Flapjack                                | Seen in pod form in Stitch! The Movie. Function unknown. Pod says 70 instead of 070.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | Stitch! The Movie                            |
| 70 |    71 | Yellow            | Penny                                   | Seen in pod form in Stitch! The Movie. Pod says 71 instead of 071. Function unknown.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | Leroy & Stitch                               |
| 71 |    72 | nan               | Stickystuck                             | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 72 |    73 | nan               | Cornerpiece                             | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 73 |    74 | White             | Welco                                   | This experiment was seen in pod form in Stitch! The Movie. Pod says 74 instead of 074.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | Stitch! The Movie                            |
| 74 |    75 | nan               | WooWoo                                  | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 75 |    76 | nan               | Bath Matt                               | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 76 |    77 | nan               | Zawp                                    | A fat purple Nosy (199)-like experiment with black nails, a dark blue stripe around his torso between his chest and stomach, a dark blue circle on the top of his head, dark blue-striped ears, a larger belly and a slightly smaller, gold nose. Designed to irritate people with his constant snoring. His one true place is with Mrs. Hasagawa as one of her "cats."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | 220, Leroy & Stitch                          |
| 77 |    78 | White             | Snozzle                                 | Seen in pod form in Stitch! The Movie. Pod says 78 instead of 078. Function unknown.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | Leroy & Stitch                               |
| 78 |    79 | nan               | Fogger                                  | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 79 |    80 | nan               | Dan                                     | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 80 |    81 | nan               | Backscratcher                           | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 81 |    82 | White             | Plunge                                  | Seen in pod form in Stitch! The Movie. Function unknown. Pod says 82 instead of 082.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | Stitch! The Movie                            |
| 82 |    83 | nan               | Grimple                                 | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 83 |    84 | nan               | Subwoof                                 | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 84 |    85 | nan               | Screwup                                 | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 85 |    86 | nan               | Clink                                   | A big green mouthless crab-like experiment with four legs, two large claws and a window on its chest. Able to capture and confine any other experiment inside the holding tank in his stomach by splitting in half, surrounding whatever he wants to catch, and joining together again. When Clink splits in two, he works with himself, yet he seems to have a separate mind for each half. 20 years in the future, Lilo, Stitch, and Skip encountered Clink in the possession of Hämsterviel, when Hämsterviel ruled Earth.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | 206                                          |
| 86 |    87 | nan               | Puddles                                 | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 87 |    88 | nan               | Decrisper                               | nan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Leroy & Stitch                               |
| 88 |    89 | nan               | Skip                                    | A purple hourglass-shaped experiment with small eyes. Designed to skip time by 10 minutes, because Jumba was too impatient to wait for his microwave to reheat his leftovers. However, there was an error in his program: he skips time by ten years. Fortunately, he has a reset button. Lilo used him to jump ahead 10 years and become a teenager, then 20 years later to become a full-fledged adult. However, since Lilo and Stitch were gone for 20 years, no one was there to catch experiments except Gantu. So 20 years later, Hämsterviel ruled Earth.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 206, Leroy & Stitch                          |
